Library System	Branch Name	Library Type	Street Address	City	ZIP Code	County	Website	Phone Number	Director	Branch Head	Building Square Feet	FTE Staff	Hours
Wake County Public Libraries	Athens Drive High School Library	Public	1420 Athens Dr	Raleigh	27606	Wake	http://www.wakegov.com/libraries	(919) 233-4000	Michael J. Wasilick	Lauren Nicholson	"12,000"	4.00	Mon: 10 am-9 pm  Tue: 10 am-9 pm  Wed: 10 am-9 pm  Thu: 10 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Cameron Village Regional Library	Public	1930 Clark Ave	Raleigh	27605	Wake	http://www.wakegov.com/libraries	(919) 856-6710	Michael J. Wasilick	Robert Lambert	"37,000"	20.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm  Sun: 1 pm-5 pm
Wake County Public Libraries	Cary Community Library	Public	310 S Academy St	Cary	27511	Wake	http://www.wakegov.com/libraries	(919) 460-3350	Michael J. Wasilick	Liz Bartlett	"11,778"	8.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	East Regional Library	Public	946 Steeple Square Ct	Knightdale	27545	Wake	http://www.wakegov.com/libraries	(919) 217-5300	Michael J. Wasilick	Brandy Hamilton	"20,519"	19.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm  Sun: 1 pm-5 pm
Wake County Public Libraries	Duraleigh Road Community Library	Public	5800 Duraleigh Rd	Raleigh	27612	Wake	http://www.wakegov.com/libraries	(919) 881-1344	Michael J. Wasilick	Vanessa Marchetti	"5,900"	4.00	Mon: 10 am-9 pm  Tue: 10 am-9 pm  Wed: 10 am-9 pm  Thu: 10 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Eva Perry Regional Library	Public	2100 Shepherds Vineyard Dr	Apex	27502	Wake	http://www.wakegov.com/libraries	(919) 387-2100	Michael J. Wasilick	Connie Harr	"22,900"	19.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm  Sun: 1 pm-5 pm
Wake County Public Libraries	Express Library Fayetteville Street	Public	336 Fayetteville St	Raleigh	27601	Wake	http://www.wakegov.com/libraries	(919) 856-6690	Michael J. Wasilick	Robert Cauthen	"2,400"	1.00	Mon: 10 am-6 pm  Tue: 10 am-6 pm  Wed: 10 am-6 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm
Wake County Public Libraries	Fuquay-Varina Community Library	Public	133 S Fuquay Ave	Fuquay-Varina	27526	Wake	http://www.wakegov.com/libraries	(919) 557-2788	Michael J. Wasilick	Janet West	"4,363"	4.00	Mon: 10 am-9 pm  Tue: 10 am-9 pm  Wed: 10 am-9 pm  Thu: 10 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Green Road Community Library	Public	4101 Green Rd	Raleigh	27604	Wake	http://www.wakegov.com/libraries	(919) 790-3200	Michael J. Wasilick	Michelle Hildreth	"8,100"	8.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Holly Springs Community Library	Public	300 W Ballentine St	Holly Springs	27540	Wake	http://www.wakegov.com/libraries	(919) 577-1660	Michael J. Wasilick	Maryjo George	"6,814"	8.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Leesville Community Library	Public	5105 Country Trl	Raleigh	27613	Wake	http://www.wakegov.com/libraries	(919) 571-6661	Michael J. Wasilick	Ellen Guerci	"8,000"	8.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Middle Creek Community Library	Public	111 Middle Creek Park Ave	Apex	27539	Wake	http://www.wakegov.com/libraries	(919) 890-7400	Michael J. Wasilick	Deborah Davis	"8,800"		Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	North Regional Library	Public	7009 Harps Mill Rd	Raleigh	27615	Wake	http://www.wakegov.com/libraries	(919) 870-4000	Michael J. Wasilick	Carol Laing	"30,000"	20.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm  Sun: 1 pm-5 pm
Wake County Public Libraries	Northeast Regional Library	Public	14401 Green Elm Lane	Raleigh	27614	Wake	http://www.wakegov.com/libraries	(919) 570-7166	Michael J. Wasilick	Yvonne Allen	"22,351"	19.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm  Sun: 1 pm-5 pm
Wake County Public Libraries	Olivia Raney Local History Library	Public	4016 Carya Dr	Raleigh	27610	Wake	http://www.wakegov.com/libraries	(919) 250-1196	Michael J. Wasilick	Saundra Cropps	"7,845"	2.00	Mon: 10 am-6 pm  Tue: 10 am-6 pm  Wed: 10 am-6 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm  Sat: 10 am-2 pm
Wake County Public Libraries	Richard B. Harrison Community Library	Public	1313 New Bern Ave	Raleigh	27610	Wake	http://www.wakegov.com/libraries	(919) 856-5720	Michael J. Wasilick	Wanda Cox-Bailey	"9,360"	8.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Southgate Community Library	Public	1601-14 Crosslink Rd	Raleigh	27610	Wake	http://www.wakegov.com/libraries	(919) 856-6598	Michael J. Wasilick	Avis Jones	"5,400"	4.00	Mon: 10 am-9 pm  Tue: 10 am-9 pm  Wed: 10 am-9 pm  Thu: 10 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Southeast Regional Library	Public	908 7th Ave	Garner	27529	Wake	http://www.wakegov.com/libraries	(919) 662-2250	Michael J. Wasilick	Nicole Lambert	"21,941"	19.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm  Sun: 1 pm-5 pm
Wake County Public Libraries	Wake Forest Community Library	Public	400 E Holding Ave	Wake Forest	27587	Wake	http://www.wakegov.com/libraries	(919) 554-8498	Michael J. Wasilick	Valerie Pierce	"5,170"	4.00	Mon: 10 am-9 pm  Tue: 10 am-9 pm  Wed: 10 am-9 pm  Thu: 10 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	Wendell Community Library	Public	207 S Hollybrook Rd	Wendell	27591	Wake	http://www.wakegov.com/libraries	(919) 365-2600	Michael J. Wasilick	Crystal L. Mitchener	"4,724"	4.00	Mon: 10 am-9 pm  Tue: 10 am-9 pm  Wed: 10 am-9 pm  Thu: 10 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Wake County Public Libraries	West Regional Library	Public	4000 Louis Stephens Dr	Cary	27519	Wake	http://www.wakegov.com/libraries	(919) 463-8500	Michael J. Wasilick	Debbie Shreve	"29,480"	20.00	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm  Sun: 1 pm-5 pm
Wake County Public Libraries	Zebulon Community Library	Public	1000 Dogwood Dr	Zebulon	27597	Wake	http://www.wakegov.com/libraries	(919) 404-3610	Michael J. Wasilick	Amy Mason	"5,170"	4.00	Mon: 10 am-9 pm  Tue: 10 am-9 pm  Wed: 10 am-9 pm  Thu: 10 am-9 pm  Fri: 10 am-6 pm  Sat: 10 am-6 pm
Warren County Memorial Library	Warren County Memorial Library	Public	119 S Front St	Warrenton	27589	Warren	http://www.wcmlibrary.org/	(252) 257-4990	Cheryl Reddish	Cheryl Reddish	"13,770"	8.00	Mon: 9 am-7 pm  Tue: 9 am-7 pm  Wed: 9 am-7 pm  Thu: 9 am-7 pm  Fri: 9 am-5 pm  Sat: 10 am-2 pm
Wayne County Public Library	Fremont Public Library	Public	202 N Goldsboro St	Fremont	27830	Wayne	http://nc-waynecountylibrary.civicplus.com/	(919) 705-1893	Donna Phillips	Lisa Stevens	"1,000"	1.30	Mon: 2 pm-6 pm  Tue: 9 am-1 pm  Wed: 9 am-1 pm  Thu: 2 pm-6 pm  Fri: 9 am-1 pm 
Wayne County Public Library	Pikeville Public Library	Public	107 W Main St	Pikeville	27863	Wayne	http://nc-waynecountylibrary.civicplus.com/	(919) 705-1892	Donna Phillips	Lisa Stevens	"2,165"	1.40	Mon: 9 am-1 pm  Tue: 2 pm-6 pm  Wed: 2 pm-6 pm  Thu: 9 am-1 pm  Fri: 2 pm-6 pm  Sat: 9 am-1 pm
Wayne County Public Library	Steele Memorial Library	Public	119 W Main St	Mount Olive	28365	Wayne	http://nc-waynecountylibrary.civicplus.com/	(919) 299-8105	Donna Phillips	Stephanie Edwards	"20,959"	11.02	Mon: 9 am-6 pm  Tue: 9 am-8 pm  Wed: 9 am-6 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 10 am-3 pm
Wayne County Public Library	Wayne County Public Library (Main)	Public	1001 E Ash St	Goldsboro	27530	Wayne	http://nc-waynecountylibrary.civicplus.com/	(919) 735-1824	Donna Phillips	Donna Phillips	"22,546"	22.19	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 9 am-5:30 pm  Sat: 9 am-5:30 pm
Wilson County Public Library	Black Creek Branch Library	Public	103 Central Ave	Black Creek	27813	Wilson	https://www1.youseemore.com/wilsoncountypl/default.asp	(252) 237-3715	Molly Westmoreland	Sarah Packard	"1,510"	2.00	Mon: 10 am-6 pm  Tue: 10 am-6 pm  Wed: 10 am-6 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm
Wilson County Public Library	Crocker Branch Library	Public	114 S Main St	Stantonsburg	27883	Wilson	https://www1.youseemore.com/wilsoncountypl/default.asp	(252) 238-3758	Molly Westmoreland	Donna Bullard	"1,998"	0.30	Mon: 1:30 pm -5 pm  Tue: 1:30 pm -5 pm  Wed: 1:30 pm -5 pm  Thu: 1:30 pm -5 pm 
Wilson County Public Library	East Branch Library	Public	1006-C Ward Blvd	Wilson	27893	Wilson	https://www1.youseemore.com/wilsoncountypl/default.asp	(252) 237-2627	Molly Westmoreland	Brenda Edmondson	"1,300"	0.30	Mon: 2 pm -5:30 pm  Tue: 2 pm -5:30 pm  Wed: 2 pm -5:30 pm  Thu: 2 pm -5:30 pm 
Wilson County Public Library	Elm City Branch Library	Public	114 N Railroad St	Elm City	27822	Wilson	https://www1.youseemore.com/wilsoncountypl/default.asp	(252) 236-4269	Molly Westmoreland	Gloria Sue Young	"3,500"	2.00	Mon: 10 am-6 pm  Tue: 10 am-6 pm  Wed: 10 am-6 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm
Wilson County Public Library	Lucama Branch Library	Public	103 E Spring St	Lucama	27851	Wilson	https://www1.youseemore.com/wilsoncountypl/default.asp	(252) 239-0046	Molly Westmoreland	Karey Blanchard	"1,675"	2.00	Mon: 10 am-6 pm  Tue: 10 am-6 pm  Wed: 10 am-6 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm
Wilson County Public Library	Wilson County Public Library (Main)	Public	249 Nash St W	Wilson	27893	Wilson	https://www1.youseemore.com/wilsoncountypl/default.asp	(252) 237-5355	Molly Westmoreland	Molly Westmoreland	"43,740"	21.50	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 9 am-6 pm
Wilson County Public Library	Wilson County Public Library Bookmobile	Public	249 W Nash St	Wilson	27893	Wilson	https://www1.youseemore.com/wilsoncountypl/default.asp	(252) 237-5355	Molly Westmoreland	Alison Howard	360	0.09	Varies
Alamance Community College		Community College	1247 Jimmie Kerr Rd	Graham	27253	Alamance	http://library.alamancecc.edu/library	(336) 506-4116	Sheila Street				
Asheville-Buncombe Tech Community College		Community College	340 Victoria Rd	Asheville	28801	Buncombe	https://www.abtech.edu/library	(828) 254-1921	Russell Taylor				
Beaufort County Community College		Community College	5337 Hwy 264 East	Washington	27889	Beaufort	http://beaufortccc.libguides.com/libraryhome	(252) 946-6194	Paula Hopper				
Bladen Community College		Community College	7418 NC Hwy 41W	Dublin	28332	Bladen	http://www.bladencc.edu/campus-resources/library/	(910) 879-5641	Sherwin Rice				
Blue Ridge Community College		Community College	180 West Campus Dr	Flat Rock	28731	Henderson	http://www.blueridge.edu/campus-life/library	(828) 694-1879	Ali Norvell				
Brunswick Community College		Community College	50 College Rd	Bolivia	28422	Brunswick	http://www.brunswickcc.edu/library/	(910) 755-7331	Carmen Ellis				
Caldwell Community College & Technical Institute		Community College	2855 Hickory Blvd	Hudson	28638	Caldwell	http://www.cccti.edu/Library/Default.asp	(828) 726-2309	Alison Beard				
Cape Fear Community College		Community College	415 N Second St	Wilmington	28401	New Hanover	http://cfcc.edu/lrc/	(910) 362-7030	Catherine Lee				
Carteret Community College		Community College	201 College Circle	Morehead City	28557	Carteret	http://www.carteret.edu/library/	(252) 222-6213	Elizabeth Baker				
Catawba Valley Community College		Community College	2550 US Hwy 70 SE	Hickory	28602	Catawba	http://www.cvcc.edu/Services/Library/index.cfm	(828) 327-7000	Staci Wilson				
Central Carolina Community College		Community College	1105 Kelly Dr	Sanford	27330	Lee	http://www.cccc.edu/library/	(919) 718-7244	Tara Lucas				
Central Piedmont Community College		Community College	1201 Elizabeth Ave	Charlotte	28235	Mecklenburg	http://www.cpcc.edu/library	(704) 330-6885	Gloria Kelley				
Cleveland Community College		Community College	137 South Post Rd	Shelby	28152	Cleveland	http://library.clevelandcc.edu/home	(704) 669-4024	Jerrianne Queen				
Coastal Carolina Community College		Community College	444 Western Blvd	Jacksonville	28546	Onslow	http://coastalcarolina.libguides.com/library	(910) 938-6237	Sally Goodman				
College of the Albemarle		Community College	1208 N Road St	Elizabeth City	27909	Pasquotank	https://www.albemarle.edu/student-resources/academic-support/library/	(252) 335-0821	Rodney Wooten				
Craven Community College		Community College	800 College Ct	New Bern	28562	Craven	http://cravencc.libguides.com/library	(252) 638-7272	Cathy Campbell				
Davidson County Community College		Community College	297 DCCC Rd	Lexington	27295	Davidson	https://dlibrary.libguides.com/library	(336) 224-4727	Jason Setzer				
Durham Technical Community College		Community College	1637 Lawson St	Durham	27703	Durham	https://www.durhamtech.edu/dtcclibrary/index.htm	(919) 536-7200	Julie Humphrey				
Edgecombe Community College		Community College	2009 W Wilson St	Tarboro	27886	Edgecombe	http://www.edgecombe.edu/student-portal/library-lrc/	(252) 823-5166	Deborah Parisher				
Fayetteville Technical Community College		Community College	2201 Hull Rd	Fayetteville	28303	Cumberland	https://www.faytechcc.edu/campus-life/academic-support/library/	(910) 678-8247	Laurence Gavin				
Forsyth Technical Community College		Community College	2100 Silas Creek Parkway	Winston-Salem	27103	Forsyth	http://www.forsythtech.edu/student-services/bookstores-library/library/	(336) 734-7219	Randy Candelaria				
Gaston College		Community College	201 Highway 321 South	Dallas	28034	Gaston	http://www.gaston.edu/library/	(704) 922-6359	Harry Cooke				
Guilford Technical Community College		Community College	601 High Point Rd	Jamestown	27282	Guilford	https://library.gtcc.edu/	(336) 334-4822	Monica Young				
Halifax Community College		Community College	200 College Dr	Weldon	27890	Halifax	http://www.halifaxcc.edu/Library/	(252) 536-7236	Lynn Allen				
Haywood Community College		Community College	185 Freedlander Dr	Clyde	28721	Haywood	http://haywood.libguides.com/home	(828) 627-4550	Bill Kinyon				
Isothermal Community College		Community College	286 ICC Loop Rd	Spindale	28160	Rutherford	http://library.isothermal.edu/home	(828) 395-1307	Charles Wiggins				
James Sprunt Community College		Community College	133 James Sprunt Dr	Kenansville	28349	Duplin	https://jamessprunt.libguides.com/home	(910) 275-6330	Colleen Kehoe-Robinson				
Johnston Community College		Community College	245 College Rd	Smithfield	27577	Johnston	http://johnstoncc.libguides.com/libraryhome1	(919) 464-2251	Jennifer Seagraves				
Lenoir Community College		Community College	231 Hwy 58 South	Kinston	28502	Lenoir	https://www.lenoircc.edu/lrc/	(252) 527-6223	Rich Garafolo				
Martin Community College		Community College	1161 Kehukee Park Rd	Williamston	27892	Martin	http://martincc.libguides.com/library	(252) 789-0238	Mary Anne Caudle				
Mayland Community College		Community College	200 Mayland Dr	Spruce Pine	28777	Mitchell	https://www.mayland.edu/lrc	(828) 765-7351	Jon Wilmesherr				
McDowell Technical Community College		Community College	54 College Dr	Marion 	28752	McDowell	http://mcdowelltech.libguides.com/home	(828) 652-0697	Patricia Tallent (Interim)				
Mitchell Community College		Community College	500 West Broad St	Statesville	28677	Iredell	https://mitchellcc.edu/library	(704) 878-3271	Beverly Rufty				
Montgomery Community College		Community College	1011 Page St	Troy	27371	Montgomery	https://www.montgomery.edu/library	(910) 576-6222	Deborah Ashby				
Nash Community College		Community College	522 N Old Carriage Rd	Rocky Mount	27804	Nash	https://www.nashcc.edu/campus-life/student-resources/library	(252) 451-8244	Deana Guido				
Pamlico Community College		Community College	5049 Hwy 306 South	Grantsboro	28529	Pamlico	http://pamlicocc.libguides.com/library	(252) 249-1851	Paul Goodson				
Piedmont Community College		Community College	1715 College Dr	Roxboro	27573	Person	http://www.piedmontcc.edu/lrc	(336) 599-1181	Vanessa Bass				
Pitt Community College		Community College	1986 Pitt Tech Rd	Winterville	28590	Pitt	https://pittcc.edu/campus-life/library/	(252) 493-7350	Leigh Russell 				
Randolph Community College		Community College	629 Industrial Park Ave	Asheboro	27205	Randolph	https://www.randolph.edu/library-home.html	(336) 633-0204	Debbie Luck				
Richmond Community College		Community College	1042 W Hamlet Ave	Hamlet	28345	Richmond	http://richmondcc.edu/library	(910) 410-1755	Carolyn Bittle				
Roanoke-Chowan Community College		Community College	109 Community College Rd	Ahoskie	27910	Hertford	http://libguides.roanokechowan.edu/home	(252) 862-1209	Bonnie Burkett				
Robeson Community College		Community College	5160 Fayetteville Rd	Lumberton	28360	Robeson	https://www.robeson.edu/rcclib/	(910) 272-3324	Maryellen O'Brien				
Rockingham Community College		Community College	215 Wrenn Memorial Rd	Wentworth	27375	Rockingham	http://library.rockinghamcc.edu/home	(336) 342-4261	Mary Gomez				
Rowan-Cabarrus Community College		Community College	1333 Jake Alexander Blvd South	Salisbury	28146	Rowan	https://www.rccc.edu/lrc/	(704) 216-3691	Lisa Shores (Interim)				
Sampson Community College		Community College	1801 Sunset Ave	Clinton	28328	Sampson	https://www.sampsoncc.edu/resources-services/library-services/	(910) 592-8081	Donna Odum				
Sandhills Community College		Community College	3395 Airport Rd	Pinehurst	28374	Moore	http://www.sandhills.edu/katharine-boyd-library-sandhills-community-college-6/	(910) 695-3819	Tammy Stewart				
South Piedmont Community College		Community College	4209 Old Charlotte Hwy	Monroe	28110	Union	http://www.spcc.edu/libraries/	(704) 290-5851	Grant LeFoe				
Southeastern Community College		Community College	4564 Chadbourn Hwy	Whiteville	28472	Columbus	http://sccnc.edu/library/	(910) 642-7141	Kay Houser				
Southwestern Community College		Community College	447 College Dr	Sylva	28779	Jackson	https://www.southwesterncc.edu/library	(828) 586-4091	Tina Adams				
Stanly Community College		Community College	141 College Dr	Albemarle	28001	Stanly	https://www.stanly.edu/library	(704) 991-0259	Joel Ferdon				
Surry Community College		Community College	630 S Main St	Dobson	27017	Surry	http://library.surry.edu/home	(336) 386-3259	David Wright				
Tri-County Community College		Community College	21 Campus Circle	Murphy	28906	Cherokee	https://www.tricountycc.edu/learning-resources/library/	(828) 835-4314	Rachel McLean				
Vance-Granville Community College		Community College	200 Community College Rd	Henderson	27536	Vance	http://library.vgcc.edu/home	(252) 738-3279	Elaine Stem				
Wake Technical Community College		Community College	9101 Fayetteville Rd	Raleigh 	27603	Wake	https://www.waketech.edu/student-services/libraries	(919) 866-5644	Carenado Davis				
Wayne Community College		Community College	3000 Wayne Memorial Dr	Goldsboro	27533	Wayne	https://www.waynecc.edu/library/	(919) 739-6891	Ruth Aletha Andrew				
Western Piedmont Community College		Community College	1001 Burkemont Ave	Morganton	28655	Burke	http://www.wpcc.edu/library/	(828) 448-6195	Nancy Daniel				
Wilkes Community College		Community College	1328 S Collegiate Dr	Wilkesboro	28697	Wilkes	https://www.wilkescc.edu/student-resources/pardue-library/	(336) 838-6114	Christy Earp 				
Wilson Community College		Community College	902 Herring Ave	Wilson	27893	Wilson	https://www.wilsoncc.edu/college-services/library/	(252) 246-1337	Gerry O'Neill				
Appalachian State University		College/University	218 College St	Boone	28608	Watauga	https://library.appstate.edu/	(828) 262-2186	Dane Ward				
Barton College		College/University	400 Atlantic Christian College Dr NE	Wilson	27893	Wilson	https://barton.libguides.com/home	(252) 399-6500	Robert Cagna				
Belmont Abbey College		College/University	100 Belmont - Mt. Holly Rd	Belmont	28012	Gaston	http://belmontabbeycollege.edu/academics/library-information-services/	(704) 461-6737	Don Beagle				
Bennett College		College/University	900 E Washington St	Greensboro	27401	Guilford	http://library.bennett.edu/	(336) 517-2139	Joan Williams				
Brevard College		College/University	1 Brevard College Dr	Brevard	28712	Transylvania	https://my.brevard.edu/ICS/Library/Home.jnz	(828) 884-8268	Marie Jones				
Cabarrus College of Health Sciences		College/University	401 Medical Park Dr	Concord	28025	Cabarrus	http://cabarruscollege.libguides.com/library/home	(704) 403-1798	Cassie Dixon				
Campbell University		College/University	450 Leslie Campbell Ave	Buies Creek	27506	Harnett	http://www.lib.campbell.edu/	(910) 893-1462	Alexia Riggs				
Campbell University School of Law		College/University	225 Hillsborough St Suite 203	Raleigh	27603	Wake	https://law.campbell.edu/learn/campbell-law-library/	(919) 865-5869	Olivia Weeks				
Catawba College		College/University	2300 W Innes St	Salisbury	28144	Rowan	http://libweb.catawba.edu/	(704) 637-4448	"Earl Givens, Jr."				
Chowan University		College/University	1 University Place	Murfreesboro	27855	Hertford	http://libguides.chowan.edu/home	(252) 398-6212	Georgia Williams				
Davidson College		College/University	209 Ridge Rd	Davidson	28035	Mecklenburg	https://www.davidson.edu/library	(704) 894-2331	Lisa Forrest				
Duke University		College/University	411 Chapel Dr	Durham	27708	Durham	https://library.duke.edu/	(919) 660-5870	Deborah Jakubs				
Duke University Divinity School		College/University	407 Chapel Dr	Durham	27708	Durham	http://library.divinity.duke.edu/	(919) 660-3450	Katie Benjamin (Interim)				
Duke University Medical Center		College/University	10 Bryan Searle Rd	Durham	27710	Durham	https://mclibrary.duke.edu/	(919) 660-1100	Megan Von Isenburg				
Duke University School of Business		College/University	100 Fuqua Dr	Durham	27708	Durham	https://library.fuqua.duke.edu/index.php	(919) 660-7875	Meg Trauner				
Duke University School of Law		College/University	210 Science Dr	Durham	27708	Durham	https://law.duke.edu/lib/	(919) 613-7128	Femi Cadmus				
East Carolina University		College/University	East Fifth St	Greenville	27858	Pitt	http://www.ecu.edu/lib/	(252) 328-6690	Jan Lewis 				
East Carolina University Division of Health Sciences		College/University	600 Moye Blvd	Greenville	27834	Pitt	https://hsl.ecu.edu/	(252) 744-2230	Beth Ketterman				
Elizabeth City State University		College/University	1704 Weeksville Rd	Elizabeth City	27909	Pasquotank	http://www.ecsu.edu/academics/library/index.html	(252) 335-3400	Juanita Midgette				
Elon University		College/University	400 N O'Kelly Ave	Elon	27244	Alamance	https://www.elon.edu/e/library/	(336) 278-2000	Joan Ruelle				
Fayetteville State University		College/University	1200 Murchison Rd	Fayetteville	28301	Cumberland	http://libguides.uncfsu.edu/chesnuttlibrary	(910) 672-1231	Vacant				
Gardener-Webb University		College/University	110 S Main St	Boiling Springs	28017	Cleveland	http://www.gardner-webb.edu/library/	(704) 406-4298	Pam Dennis				
Greensboro College		College/University	815 W Market St	Greensboro	27401	Guilford	https://www.greensboro.edu/library/	(336) 272-7102	Will Ritter				
Guilford College		College/University	5800 W Friendly Ave	Greensboro	27410	Guilford	https://www.guilford.edu/library	(336) 316-2450	Suzanne Bartels				
High Point University		College/University	833 Montlieu Ave	High Point	27262	Guilford	http://www.highpoint.edu/library/	(336) 841-9102	David Bryden				
Johnson C. Smith University		College/University	100 Beatties Ford Rd	Charlotte	28216	Mecklenburg	http://library.jcsu.edu/	(704) 371-6731	Monika Rhue				
Lees McRae College		College/University	191 Main St	Banner Elk	28604	Avery	http://www.lmc.edu/academics/library/index.htm	(828) 898-8727	Jess Bellemer				
Lenoir-Rhyne University		College/University	625 7th Ave NE	Hickory	28601	Catawba	http://libguides.lr.edu/rudisilllibrary/home	(828) 328-7236	Frank Quinn				
Livingstone College		College/University	701 W Monroe St	Salisbury	28144	Rowan	http://www.livingstone.edu/academics/andrew-carnegie-library/	(704) 216-6030	Laura Johnson				
Louisburg College		College/University	501 N Main St	Louisburg	27549	Franklin	https://www.louisburg.edu/academics/library/index.php	(919) 497-3237	Pat Hinton				
Mars Hill University		College/University	100 Athletic St	Mars Hill	28754	Madison	http://library.mhu.edu/	(828) 689-1244	Bev Robertson				
Meredith College		College/University	3800 Hillsborough St	Raleigh	27607	Wake	http://infotogo.meredith.edu/home	(919) 760-8532	Laura Davidson				
Methodist University		College/University	5400 Ramsey St	Fayetteville	28311	Cumberland	http://www.methodist.edu/library	(910) 630-7123	Tracey Pearson				
Montreat College		College/University	310 Gaither Circle	Montreat	28757	Buncombe	https://www.montreat.edu/mymontreat/library/	(828) 669-8012	Nathan King (Interim)				
North Carolina A&T State University		College/University	1601 E Market St	Greensboro	27411	Guilford	http://www.library.ncat.edu/	(336) 285-4185	Vicki Coleman				
North Carolina Central University		College/University	1801 Fayetteville St	Durham	27707	Durham	http://web.nccu.edu/shepardlibrary/	(919) 530-6426	Theodosia Shields				
North Carolina Central University School of Law		College/University	640 Nelson St	Durham	27707	Durham	http://ncculaw.libguides.nccu.edu/lawlibrary	(919) 530-5189	Nichelle J. Perry				
North Carolina School of Science & Mathematics		College/University	1219 Broad St	Durham	27705	Durham	https://www.ncssm.edu/residential-program/academics/library-resources	(919) 416-2920	Robin Boltz				
North Carolina State University		College/University	2 Broughton Dr	Raleigh	27695	Wake	http://www.lib.ncsu.edu/	(919) 515-3364	Greg Raschke				
North Carolina Wesleyan College		College/University	3400 N Wesleyan Blvd	Rocky Mount	27804	Nash	https://ncwc.edu/library/	(252) 985-5350	Esther Burgess				
Pfeiffer University		College/University	48380 US Hwy 52	Misenheimer	28109	Stanly	http://library.pfeiffer.edu/	(704) 463-3350	Lara Little				
Queens University of Charlotte		College/University	1900 Selwyn Ave	Charlotte	28274	Mecklenburg	http://library.queens.edu/lib/home	(704) 337-2401	Eric Shoaf				
Saint Andrews University		College/University	1700 Dogwood Mile	Laurinburg	28352	Scotland	https://www.sa.edu/detamble	(910) 277-5049	Mary McDonald 				
Saint Augustine's University		College/University	1315 Oakwood Ave	Raleigh	27610	Wake	http://library.st-aug.edu/	(919) 516-4145	Tiwanna Nevels				
Salem College		College/University	626 S Church St	Winston-Salem	27101	Forsyth	http://library.salem.edu/	(336) 721-2649	Elizabeth Novicki				
