Place Name	addr1	addr_sup	city	zip	lat	long	Site Type
Chapel Hill Vocational Rehabilitation Office	548 Smith Level Road		Chapel Hill	27510	35.8926844	-79.07913549999999	Voc-Rehab Office
Dunn Vocational Rehabilitation Office	214 W Edgerton St		Dunn	28334	35.3105091	-78.6112782	Voc-Rehab Office
Durham Vocational Rehabilitation Office	4312 Western Park Place		Durham	27705	36.03303	-78.9678892	Voc-Rehab Office
Goldsboro Vocational Rehabilitation Office	2719 Graves Dr	Ste 14	Goldsboro	27534	35.3703204	-77.9467035	Voc-Rehab Office
Greensboro Vocational Rehabilitation Office	3401 West Wendover Ave	A	Greensboro	27407	36.0612128	-79.86052600000001	Voc-Rehab Office
Jacksonville Vocational Rehabilitation Office	39 Office Park Drive	B	Jacksonville	28546	34.765217	-77.3772577	Voc-Rehab Office
Kinston Vocational Rehabilitation Office	1003 Hardee Road	B	Kinston	28504	35.273249	-77.6066385	Voc-Rehab Office
Laurinburg Vocational Rehabilitation Office	915 South Main Street	D	Laurinburg	28352	34.7662527	-79.46753199999999	Voc-Rehab Office
Lumberton Vocational Rehabilitation Office	289 Corporate Drive	Ste A	Lumberton	28358	34.6715334	-78.9999129	Voc-Rehab Office
Morehead City Vocational Rehabilitation Office	310 Commerce Avenue	A	Morehead City	28557	34.7287115	-76.7475846	Voc-Rehab Office
Morganton Vocational Rehabilitation Office	517 West Fleming Drive	F	Morganton	28655	35.729191	-81.68787209999999	Voc-Rehab Office
Newland Vocational Rehabilitation Office	815 Pineola St		Newland	28657	36.0791945	-81.9272445	Voc-Rehab Office
Rocky Mount Vocational Rehabilitation Office	301 South Church Street	Station Square Suite 100	Rocky Mount	27804	35.9395889	-77.7970655	Voc-Rehab Office
Washington Vocational Rehabilitation Office	953 Washington St	(at Washington Square Mall)	Washington	27889	35.55936	-77.05881	Voc-Rehab Office
Waynesville Vocational Rehabilitation Office	9 Haywood Office Park	Suite 103	Waynesville	28785	35.5269456	-82.9608676	Voc-Rehab Office
Wentworth Vocational Rehabilitation Office	116 NC 65		Wentworth	27320	36.3861431	-79.7454422	Voc-Rehab Office
Whiteville Vocational Rehabilitation Office	118 Memory Plaza		Whiteville	28472	34.339466	-78.704297	Voc-Rehab Office
Albemarle Vocational Rehabilitation Office	702 Henson Street		Albemarle	28001	35.341226	-80.171452	Voc-Rehab Office
Asheboro Vocational Rehabilitation Office	958 S Park Street		Asheboro	27203	35.6940105	-79.82074899999999	Voc-Rehab Office
Asheville Vocational Rehabilitation Office	8 Barbetta Drive		Asheville	28806	35.521455	-82.6011599	Voc-Rehab Office
Boone Vocational Rehabilitation Office	245 Winklers Creek Road	Suite A	Boone	28607	36.2028583	-81.6695099	Voc-Rehab Office
Brevard Vocational Rehabilitation Office	106 E Morgan St	Community Services Building	Brevard	28712	35.2314744	-82.73370659999999	Voc-Rehab Office
Burlington Vocational Rehabilitation Office	2615 Alamance Rd.		Burlington	27215	36.0688132	-79.4677078	Voc-Rehab Office
Charlotte Vocational Rehabilitation Office	5501 Executive Center Dr.	Suite 101	Charlotte	28212	35.2027999	-80.7435275	Voc-Rehab Office
Charlotte Vocational Rehabilitation Office	7140 Forest Point Blvd.	Suite B	Charlotte	28217	35.1427054	-80.90024919999999	Voc-Rehab Office
Clinton Vocational Rehabilitation Office	215 W Main Street		Clinton	28328	34.995892	-78.3254103	Voc-Rehab Office
Concord Vocational Rehabilitation Office	820 Florence Street, NW		Concord	28027	35.4278477	-80.60836379999999	Voc-Rehab Office
Creedmoor Vocational Rehabilitation Office	402 North Main Street		Creedmoor	27522	36.1195322	-78.6863517	Voc-Rehab Office
Elizabeth City Vocational Rehabilitation Office	401 South Griffin St	Suite 100	Elizabeth City	27909	36.2973132	-76.2349668	Voc-Rehab Office
Elizabethtown Vocational Rehabilitation Office	2948 W Broad Street		Elizabethtown	28337	34.6432598	-78.64122569999999	Voc-Rehab Office
Fayetteville Vocational Rehabilitation Office	155 Eastwood Avenue		Fayetteville	28301	35.0959943	-78.87510859999999	Voc-Rehab Office
Flat Rock Vocational Rehabilitation Office	578 Upward Road	Unit 6	Flat Rock	28731	35.2984109	-82.414709	Voc-Rehab Office
Forest City Vocational Rehabilitation Office	277 Commercial Drive		Forest City	28043	35.3375138	-81.89016389999999	Voc-Rehab Office
Gastonia Vocational Rehabilitation Office	109 W Eighth Avenue		Gastonia	28054	35.2509142	-81.1815968	Voc-Rehab Office
Goldsboro WorkSource East Vocational Rehabilitation Office	902 Corporate Drive		Goldsboro	27534	35.3978104	-77.97385779999999	Voc-Rehab Office
Graham Vocational Rehabilitation Office	609 Ray Street		Graham	27215	36.061652	-79.39520929999999	Voc-Rehab Office
Greenville Vocational Rehabilitation Office	101 Fox Haven Drive		Greenville	27858	35.5915359	-77.3189362	Voc-Rehab Office
Henderson Vocational Rehabilitation Office	10 Medical Court		Henderson	27536	36.330077	-78.45226199999999	Voc-Rehab Office
Hickory Vocational Rehabilitation Office	1261 10th Avenue Lane SE		Hickory	28602	35.7205115	-81.3142307	Voc-Rehab Office
High Point Vocational Rehabilitation Office	919 Phillips Avenue	Suite 105	High Point	27262	35.9509309	-80.0308381	Voc-Rehab Office
Kenansville Vocational Rehabilitation Office	103 W Hill Street		Kenansville	28349	34.9630167	-77.9612424	Voc-Rehab Office
Lenoir Vocational Rehabilitation Office	675 Pennton Ave SW		Lenoir	28645	35.9072367	-81.5330079	Voc-Rehab Office
Lexington Vocational Rehabilitation Office	414 Piedmont Drive		Lexington	27295	35.8348813	-80.2438502	Voc-Rehab Office
Lincolnton Vocational Rehabilitation Office	529 N. Aspen Street		Lincolnton	28092	35.4766721	-81.25932569999999	Voc-Rehab Office
Louisburg Vocational Rehabilitation Office	101 North Main Street		Louisburg	27549	36.0991941	-78.301118	Voc-Rehab Office
Marion Vocational Rehabilitation Office	451 North Main Street	Suite 107	Marion	28752	35.6880478	-82.01504059999999	Voc-Rehab Office
Marshall Vocational Rehabilitation Office	190 Health Care Lane		Marshall	28753	35.814403	-82.69450599999999	Voc-Rehab Office
Matthews Vocational Rehabilitation Office	10801 Monroe Rd.	Suite B	Matthews	28105	35.1272894	-80.7301468	Voc-Rehab Office
Mocksville Vocational Rehabilitation Office	377 Hospital Street	Suite 100	Mocksville	27028	35.8991017	-80.5752017	Voc-Rehab Office
Monroe Vocational Rehabilitation Office	1121 Skyway Drive		Monroe	28110	34.9926378	-80.5491989	Voc-Rehab Office
Morganton WorkSource West Vocational Rehabilitation Office	200 Enola Road		Morganton	28655	35.7217347	-81.6737145	Voc-Rehab Office
Mount Airy Vocational Rehabilitation Office	784 W Lebanon Street		Mount Airy	27030	36.518535	-80.617515	Voc-Rehab Office
Murphy Vocational Rehabilitation Office	510 US 64 West		Murphy	28906	35.0701343	-83.96401759999999	Voc-Rehab Office
New Bern Vocational Rehabilitation Office	2832 Neuse Blvd		New Bern	28562	35.1235944	-77.0841018	Voc-Rehab Office
North Wilkesboro Vocational Rehabilitation Office	318 Wilkesboro Avenue		North Wilkesboro	28659	36.1557477	-81.1457045	Voc-Rehab Office
Pinehurst Vocational Rehabilitation Office	150 Blake Blvd		Pinehurst	28374	35.1709302	-79.4678836	Voc-Rehab Office
Raleigh Vocational Rehabilitation Office	4900 Waters Edge Drive		Raleigh	27606	35.7745567	-78.71996759999999	Voc-Rehab Office
Roanoke Rapids Vocational Rehabilitation Office	615 Julian Alsbrook Hwy		Roanoke Rapids	27870	36.4417166	-77.6519739	Voc-Rehab Office
Rockingham Vocational Rehabilitation Office	1793 E. Broad Ave.		Rockingham	28379	34.917953	-79.7417229	Voc-Rehab Office
Roxboro Vocational Rehabilitation Office	157 Semora Road		Roxboro	27573	36.3944422	-79.00068089999999	Voc-Rehab Office
Salisbury Vocational Rehabilitation Office	205 Guffy Street		Salisbury	28147	35.6454131	-80.5078437	Voc-Rehab Office
Sanford Vocational Rehabilitation Office	201 Commercial Court		Sanford	27330	35.462709	-79.1527426	Voc-Rehab Office
Shelby Vocational Rehabilitation Office	1427 E Marion St	Suite A	Shelby	28150	35.292049	-81.49830209999999	Voc-Rehab Office
Siler City Vocational Rehabilitation Office	104 Village Lake Drive		Siler City	27344	35.739461	-79.467839	Voc-Rehab Office
Smithfield Vocational Rehabilitation Office	18 Noble Street		Smithfield	27577	35.520911	-78.30480899999999	Voc-Rehab Office
Statesville Vocational Rehabilitation Office	2042 Davie Avenue		Statesville	28625	35.8054738	-80.8530443	Voc-Rehab Office
Sylva Vocational Rehabilitation Office	100 Bonnie Lane	Suite A	Sylva	28779	35.3512935	-83.208023	Voc-Rehab Office
Tarboro Vocational Rehabilitation Office	201 St Andrews Street		Tarboro	27886	35.8965458	-77.5321151	Voc-Rehab Office
Williamston Vocational Rehabilitation Office	405 East Boulevard		Williamston	27892	35.8434701	-77.0531968	Voc-Rehab Office
Wilmington Vocational Rehabilitation Office	3340 Jaeckle Drive	Suite 201	Wilmington	28403	34.231668	-77.8981294	Voc-Rehab Office
Wilson Vocational Rehabilitation Office	306 W Nash Street		Wilson	27893	35.7293144	-77.9136657	Voc-Rehab Office
Winston-Salem Vocational Rehabilitation Office	2201 Brewer Road		Winston-Salem	27127	36.0453496	-80.25552239999999	Voc-Rehab Office
Brunswick County Health Department	25 Courthouse Dr NE		Bolivia	28422	34.0562813	-78.1631234	WIC Office
Buncombe County Health Center	336 Leicester Highway	Suite 120	Asheville	28806	35.6010906	-82.62306819999999	WIC Office
Cumberland County Health Department	1235 Ramsey Street		Fayetteville	28301	35.0739184	-78.8820513	WIC Office
Dare County Health Department	50347 NC Hwy 12		Frisco	27936	35.2586862	-75.5881145	WIC Office
Greene County Health Department	227 Kingold Blvd	Suite B	Snow Hill	28580	35.452512	-77.6839439	WIC Office
Guilford County Health Department	1203 Maple St	Room 308	Greensboro	27404	36.0913674	-79.77811679999999	WIC Office
Jackson County Department of Public Health	538 Scotts Creek Rd	Ste. 100	Sylva	28779	35.3886322	-83.20466789999999	WIC Office
Northampton County Health Department	9495 NC Hwy 305		Jackson	27845	36.412021	-77.436499	WIC Office
Stanly County Health Department	1000 North First St	Ste 3	Albemarle	28001	35.3658452	-80.1976897	WIC Office
Transylvania County Health Department (Community Services Bldg.)	98 East Morgan St	Suite 170	Brevard	28712	35.2311577	-82.7339977	WIC Office
Wake County Human Services	130 North Judd Parkway Northeast		Fuquay Varina	27526	35.5864411	-78.7810834	WIC Office
Wayne County Health Department	301 North Herman St.		Goldsboro	27530	35.3826313	-77.9833671	WIC Office
Alamance County Health Department	319 N. Graham-Hopedale Rd.		Burlington	27217	36.1004032	-79.4053706	WIC Office
Alexander County Health Department	338 First Avenue SW	Suite 1	Taylorsville	28681	35.9198935	-81.18062789999999	WIC Office
Alleghany County Health Department (Appalachian Health District)	157 Health Service Rd		Sparta	28675	36.4923724	-81.14591	WIC Office
Anson County Health Department	110 Ashe St.		Wadesboro	28170	34.9612068	-80.07867949999999	WIC Office
Ashe County Health Department (Appalachian Health District)	413 McConnell St.		Jefferson	28640	36.4170368	-81.4786592	WIC Office
Avery County Health Department (Toe River Health District)	545 Schultz Circle		Newland	28657	36.085789	-81.92729	WIC Office
Beaufort County Health Department	1436 Highland Dr.		Washington	27889	35.5539126	-77.0317085	WIC Office
Bertie County Health Department (Albemarle Regional Health Services)	102 Rhodes Ave.		Windsor	27983	35.9891188	-76.9301406	WIC Office
Bladen County Health Department	300 Mercer Mill Rd.		Elizabethtown	28337	34.6205562	-78.6055581	WIC Office
Brunswick County Health Department	1492 Village Road		Leland	28451	34.2559866	-78.0462186	WIC Office
Brunswick County Health Department (Eastgate Plaza)	1509 Holden Beach Rd		Shallotte	28470	33.9566251	-78.3169394	WIC Office
Buncombe County Health Center	7 Yorkshire Ave.		Asheville	28803	35.5570315	-82.5360219	WIC Office
Buncombe County Health Center	257 Biltmore Avenue		Asheville	28801	35.5852445	-82.5519766	WIC Office
Buncombe County Health Center	119 Hendersonville Rd		Asheville	28803	35.5608853	-82.543767	WIC Office
Burke County Health Department	700 East Parker Rd.		Morganton	28655	35.7261084	-81.649227	WIC Office
Cabarrus Health Alliance	300 Mooresville Rd.		Kannapolis	28081	35.49931960000001	-80.6310439	WIC Office
Cabarrus Health Alliance (Logan Clinic)	298 Lincoln St.		Concord	28025	35.3983151	-80.5795747	WIC Office
Caldwell County Health Department	2345 Morganton Blvd.	Suite B	Lenoir	28645	35.891948	-81.57241030000002	WIC Office
Camden County Health Department (Albemarle Regional Health Services)	160 US Hwy 158 East	Building B	Camden	27921	36.3345592	-76.1648293	WIC Office
Carteret County Health Department	3820 A Bridges St.		Morehead City	28557	34.72615560000001	-76.7604157	WIC Office
Caswell County Health Department	189 County Park Rd.		Yanceyville	27379	36.406709	-79.33493299999999	WIC Office
Caswell County Health Department (Prospect Hill Community Health Center (Piedmont Health Services))	322 Main St.		Prospect Hill	27314	36.2490232	-79.1847885	WIC Office
Catawba County Health Department	3070 11th Ave Dr. SE		Hickory	28602	35.7128862	-81.2702126	WIC Office
Chatham County (Moncure Community Health Center (Piedmont Health Services))	728 Pittsboro-Moncure Rd.		Moncure	27559	35.6999201	-79.1692008	WIC Office
Chatham County (Siler City Community Health Center (Piedmont Health Services))	224 South 10th Ave.		Siler City	27344	35.7244899	-79.4485012	WIC Office
Cherokee County Health Department	228 Hilton St.		Murphy	28906	35.0913086	-84.0323142	WIC Office
Cherokee County Health Department (Qualla Boundary - Cherokee Indian WIC, Baby Love, CSC, & MCC)	73 Kaiser Wilnoty Dr.		Cherokee	28719	35.4832581	-83.3203348	WIC Office
Chowan County Health Department (Albemarle Regional Health Services)	202 W. Hicks St.		Edenton	27932	36.068496	-76.609741	WIC Office
Clay County Health Department	345 Court House Dr.		Hayesville	28904	35.0423327	-83.8302379	WIC Office
Clay County Health Department (Qualla Boundary - Cherokee Indian WIC, Baby Love, CSC, & MCC)	73 Kaiser Wilnoty Dr.		Cherokee	28719	35.4832581	-83.3203348	WIC Office
Cleveland County Health Department	200 S. Post Road		Shelby	28152	35.28006	-81.49345749999999	WIC Office
Columbus County Health Department	304 Jefferson St.	Miller Building	Whiteville	28472	34.3373955	-78.6981035	WIC Office
Craven County Health Department	2818 Neuse Blvd		New Bern	28561	35.1234183	-77.0820784	WIC Office
Cumberland County Health Department (Spring Lake)	103 Laketree Blvd.		Spring Lake	28390	35.1812504	-78.9858911	WIC Office
Cumberland County Health Department (Hope Mills)	2622 Hope Mills Rd.		Hope Mills	28306	34.9980761	-78.96802	WIC Office
Currituck County Health Department (Albemarle Regional Health Services)	2795 Caratoke Hwy.		Currituck	27929	36.4532229	-76.02165579999999	WIC Office
Dare County Health Department	109 Exeter St.		Manteo	27954	35.9036406	-75.67451969999999	WIC Office
Dare County Health Department	2601 N. Croatan Hwy		Kill Devil Hills	27948 252-475-5748	36.0460426	-75.6796722	WIC Office
Davidson County Health Department	915 Greensboro St.		Lexington	27293	35.8331396	-80.242674	WIC Office
Davie County Health Department	210 Hospital St.		Mocksville	27028	35.8988591	-80.5710558	WIC Office
Duplin County Health Department	340 Seminary Street		Kenansville	28349	34.9634938	-77.9673067	WIC Office
Durham County Health Department (Lincoln Community Health Center)	1301 Fayetteville St.		Durham	27717-2119	35.9806127	-78.8978008	WIC Office
Eastern Band of Cherokee Indians (Qualla Boundary - Cherokee Indian WIC, Baby Love, CSC, & MCC)	73 Kaiser Wilnoty Dr.		Cherokee	28719	35.4832581	-83.3203348	WIC Office
Edgecombe County Health Department	122 East James St.		Tarboro	27886	35.897954	-77.5339515	WIC Office
Edgecombe County Health Department (Rocky Mount Branch)	107 Atlantic Ave.		Rocky Mount	27801	35.9412832	-77.79249539999999	WIC Office
Forsyth County Health Department	799 N. Highland Ave.		Winston-Salem	27102-0686	36.1038725	-80.23236539999999	WIC Office
Forsyth County Health Department (Downtown Health Plaza)	1200 N. Martin Luther King, Jr. Dr.		Winston-Salem	27101 336-713-9702	36.1043575	-80.2397117	WIC Office
Forsyth County Health Department (Cleveland Site)	501 N. Cleveland Ave.		Winston-Salem	27101	36.10093	-80.2307379	WIC Office
Forsyth County Health Department (Kernersville Site)	431 West Bodenhamer St.		Kernersville	27285	36.12923070000001	-80.07922429999999	WIC Office
Franklin County Health Department	107 Industrial Dr.		Louisburg	27549	36.1044689	-78.2894343	WIC Office
Gaston County Health Department	991 West Hudson Blvd.		Gastonia	28052	35.2341222	-81.2035547	WIC Office
Gaston County Health Department (Highland Health Center)	609 N. Highland St.		Gastonia	28052	35.2712836	-81.19468619999999	WIC Office
Gates County Health Department (Albemarle Regional Health Services)	29 Medical Center Rd.		Gates	27937	36.4525765	-76.69994179999999	WIC Office
Graham County Health Department	21 South Main St.		Robbinsville	28771	35.3221527	-83.806153	WIC Office
Graham County Health Department (Qualla Boundary - Cherokee Indian WIC, Baby Love, CSC, & MCC)	73 Kaiser Wilnoty Dr.		Cherokee	28719	35.4832581	-83.3203348	WIC Office
Granville-Vance District Health Department	101 Hunt Dr.		Oxford	27565	36.308531	-78.58840119999999	WIC Office
Guilford County Health Department	1100 E. Wendover Avenue		Greensboro	27405	36.0872694	-79.7714407	WIC Office
Guilford County Health Department	501 East Green St.		High Point	27260	35.9552795	-79.9989303	WIC Office
Halifax County Public Health Authority	204 Evans St.		Hollister	27844	36.24911150000001	-77.9587402	WIC Office
Halifax County Public Health Authority	116 West 3rd Street	A	Roanoke Rapids	27870	36.4690981	-77.6524333	WIC Office
Halifax County Public Health Authority	19 Dobbs St.		Halifax	27839	36.3296498	-77.589955	WIC Office
Harnett County Health Department	307 West Cornelius Harnett Blvd.		Lillington	27546	35.4200622	-78.8109207	WIC Office
Harnett County Health Department (CommWell Health)	3331 Easy St.		Dunn	28366	35.2432876	-78.451416	WIC Office
Haywood County Health Department	157 Paragon Parkway	Suite 800	Clyde	28721	35.526147	-82.95655099999999	WIC Office
Haywood County Health Department (Qualla Boundary - Cherokee Indian WIC, Baby Love, CSC, & MCC)	73 Kaiser Wilnoty Dr.		Cherokee	28719	35.4832581	-83.3203348	WIC Office
Henderson County Health Department	1200 Spartanburg Hwy.	Suite 100	Hendersonville	28792	35.3030812	-82.44091449999999	WIC Office
Albemarle Regional Health Services	828 S Academy Street		Ahoskie	27910	36.2821962	-76.99788339999999	WIC Office
Hoke County Health Department	683 East Palmer Rd.		Raeford	28376	34.9676461	-79.22828559999999	WIC Office
Hyde County Health Department	1151 Main St.		Swan Quarter	27885	35.420371	-76.31916	WIC Office
Iredell County Health Department	318 Turnersburg Hwy.		Statesville	28625	35.8200414	-80.87545329999999	WIC Office
Iredell County Health Department (Government Center South)	610 E Center Ave.		Mooresville	28115	35.5798079	-80.8036049	WIC Office
Johnston County Public Health Department	517 North Bright Leaf Blvd.		Smithfield	27577-4194	35.5140548	-78.3347587	WIC Office
Johnston County Public Health Department (CommWell Health)	3331 Easy St.		Dunn	28366	35.2432876	-78.451416	WIC Office
Jones County Health Department	418 Highway 58 North		Trenton	28585	35.0681785	-77.362994	WIC Office
Lee County Health Department	106 Hillcrest Dr.		Sanford	27331-1528	35.4777028	-79.1855968	WIC Office
Lenoir County Health Department	201 North McLewean St.		Kinston	28502	35.261888	-77.5790463	WIC Office
Lincoln County Health Department	151 Sigmon Rd.		Lincolnton	28092	35.49193959999999	-81.2468066	WIC Office
Macon County Health Department	1830 Lakeside Dr.		Franklin	28734	35.1968777	-83.37150969999999	WIC Office
Madison County Health Department	493 Medical Park Dr.		Marshall	28753	35.8052001	-82.65185249999999	WIC Office
Martin County Health Department (MTW Health District)	210 West Liberty St.		Williamston	27892	35.8601964	-77.06143829999999	WIC Office
McDowell County Health Department (Rutherford, Polk, McDowell Health District)	408 Spaulding Rd.		Marion	28752	35.6667096	-82.0296877	WIC Office
Mecklenburg County Health Department	2845 Beatties Ford Rd.		Charlotte	28216	35.2740127	-80.8558549	WIC Office
Mecklenburg County Health Department	5624 Executive Center Dr.	Suite 100	Charlotte	28212	35.2007054	-80.74452339999999	WIC Office
Mecklenburg County Health Department	801 Clanton Rd.		Charlotte	28217	35.1980588	-80.8847334	WIC Office
Mecklenburg County Health Department	249 Billingsley Rd.		Charlotte	28211	35.1933486	-80.8072259	WIC Office
Mitchell County Health Department (Toe River District)	130 Forest Service Dr.	Suite A	Bakersville	28705	35.9669916	-82.1138507	WIC Office
Montgomery County Health Department	217 South Main St.		Troy	27371	35.3570385	-79.89332449999999	WIC Office
Moore County Health Department	705 Pinehurst Ave.		Carthage	28327	35.33583	-79.414509	WIC Office
Nash County Health Department	214 South Barnes St.		Nashville	27856	35.9736749	-77.9706082	WIC Office
Nash County Health Department (Rocky Mount Office)	322 S. Franklin St.		Rocky Mount	27804	35.94004839999999	-77.80040629999999	WIC Office
New Hanover County Health Department	2029 South 17th St.		Wilmington	28401	34.2076243	-77.9237831	WIC Office
Onslow County Health Department	612 College St.		Jacksonville	28540	34.7479643	-77.4250594	WIC Office
Onslow County Health Department (Tarawa Terrace)	2455 Iwo Jima Blvd.		Tarawa Terrace	28543	34.7324098	-77.3724826	WIC Office
Orange County Health Department (Piedmont Health Services, Inc. (located within the Orange County Health Department))	300 W. Tryon St.		Hillsborough	27278	36.0773203	-79.1055019	WIC Office
Orange County Health Department (Carrboro Community Health Center (Piedmont Health Services))	301 Lloyd St.		Carrboro	27510	35.9133129	-79.0696723	WIC Office
Pamlico County Health Department	203 North St.		Bayboro	28515	35.1437941	-76.7703962	WIC Office
Pasquotank County Health Department (Albemarle Regional Health Services)	711 Roanoke Ave.		Elizabeth City	27907	36.2876717	-76.2279573	WIC Office
Pender County Health Department	803 South Walker St.		Burgaw	28425	34.5436124	-77.9168349	WIC Office
Perquimans County Health Department (Albemarle Regional Health Services)	103 ARPDC St.		Hertford	27944	36.1826303	-76.4653688	WIC Office
Person County Health Department	355 A South Madison Blvd.		Roxboro	27573	36.3911691	-78.9905052	WIC Office
Pitt County Health Center - WIC	201 Government Circle		Greenville	27834	35.6371834	-77.36357720000001	WIC Office
Polk County Health Department (Rutherford, Polk, McDowell Health District)	161 Walker St.		Columbus	28722	35.2496012	-82.1974049	WIC Office
Randolph County Health Department	2222 S. Fayetteville St.	B	Asheboro	27205	35.6760022	-79.82061039999999	WIC Office
Richmond County Health Department	127 Caroline St.		Rockingham	28379	34.9393058	-79.7777476	WIC Office
Robeson County Health Department	460 Country Club Rd.		Lumberton	28360	34.6283147	-79.06335800000001	WIC Office
Rockingham County Health Department	371 NC Hwy 65 West		Wentworth	27375-0204	36.3914828	-79.7508965	WIC Office
Rowan County Health Department	1811 E. Innes St.		Salisbury	28146	35.6482354	-80.4572554	WIC Office
Rutherford County Health Department (Rutherford, Polk, McDowell Health District)	221 Callahan-Koon Rd.		Spindale	28160	35.3487218	-81.90995389999999	WIC Office
Sampson County Health Department	360 County Complex Rd.		Clinton	28328	34.97941	-78.295298	WIC Office
Scotland County Health Department	1405 West Blvd.		Laurinburg	28352	34.7591214	-79.4910404	WIC Office
Stokes County Health Department	1009 N. Main St.		Danbury	27016	36.414089	-80.21452099999999	WIC Office
Stokes County Health Department (Southwest Service Center)	104 Hartgrove Rd.		King	27021	36.2997179	-80.3572207	WIC Office
Surry County Health & Nutrition Center	118 Hamby Rd.		Dobson	27017	36.393679	-80.7079679	WIC Office
Swain County Health Department	545 Center St.		Bryson City	28713	35.4362089	-83.4444711	WIC Office
Swain County Health Department (Qualla Boundary - Cherokee Indian WIC, Baby Love, CSC, & MCC)	73 Kaiser Wilnoty Dr.		Cherokee	28719	35.4832581	-83.3203348	WIC Office
Tyrrell County Health Department (MTW Health District)	408 Bridge St.		Columbia	27925	35.9187667	-76.2515554	WIC Office
Union County Health Department	2330 Concord Avenue		Monroe	28110	35.0113594	-80.5460028	WIC Office
Vance County (Granville-Vance District Health Department)	115 Charles Rollins Rd.		Henderson	27536	36.3295473	-78.4498558	WIC Office
Wake County Human Services	10 Sunnybrook Rd.		Raleigh	27620-4049	35.7863928	-78.5865776	WIC Office
Wake County Human Services	111 James Jackson Ave.	Suite 201	Cary	27513	35.7958928	-78.80255679999999	WIC Office
Wake County Human Services	2909 E. Millbrook Rd.		Raleigh	27604	35.8504025	-78.5823702	WIC Office
Wake County Human Services	350 E. Holding Ave.		Wake Forest	27587	35.9700668	-78.5109746	WIC Office
Wake County Human Services	1002 Dogwood Dr.		Zebulon	27597	35.8372216	-78.3197653	WIC Office
Warren County Health Department	544 West Ridgeway St.		Warrenton	27589	36.4065313	-78.1630789	WIC Office
Washington County Health Department (MTW Health District)	198 NC Hwy 45 North		Plymouth	27962	35.8686417	-76.7007593	WIC Office
Watauga County Health Department (Appalachian Health District)	126 Poplar Grove Connector Rd.		Boone	28607	36.2205579	-81.691661	WIC Office
Wayne County Health Department	108 W. Main St.		Mount Olive	28365	35.196192	-78.06755100000001	WIC Office
Wayne County Health Department (Seymour Johnson Air Force Base Building 3602)	1200 Wright Brothers Ave.		Goldsboro	27530	35.3526977	-77.966133	WIC Office
Wilkes County Health Department	306 College St.		Wilkesboro	28697	36.144107	-81.1569406	WIC Office
Wilson County Health Department	1801 Glendale Dr. SW		Wilson	27893-4401	35.716534	-77.94477359999999	WIC Office
Yadkin County Human Services Agency	217 East Willow St.		Yadkinville	27055	36.132708	-80.657541	WIC Office
Yancey County Health Department (Toe River District)	202 Medical Campus Dr.		Burnsville	28714	35.915443	-82.33393	WIC Office
